지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
군위,2017-05-03 21:00,21.1,182.5,3.4,0,1010.2,1019.8,38,0,0
군위,2017-05-03 22:00,16.9,0,0.2,0,1010.8,1020.5,58.5,0,0
군위,2017-05-03 23:00,15.3,79.3,0.9,0,1010.8,1020.6,60.3,0,0
군위,2017-05-04 0:00,13,69.1,1.1,0,1011,1020.9,68.9,0,0
군위,2017-05-04 1:00,11.4,121.7,0.6,0,1010.7,1020.7,73.9,0,0
군위,2017-05-04 2:00,11.1,0,0.1,0,1009.9,1019.9,72.9,0,0
군위,2017-05-04 3:00,10,0,0.4,0,1009.5,1019.5,78.2,0,0
군위,2017-05-04 4:00,8.7,0,0.1,0,1009.4,1019.5,84.5,0,0
군위,2017-05-04 5:00,8.3,92.6,0.6,0,1009.4,1019.5,85.8,0,0
군위,2017-05-04 6:00,8.1,70.6,0.5,0,1009.5,1019.6,87,0,0
군위,2017-05-04 7:00,10.4,98.2,0.6,0,1009.3,1019.3,79.4,0,0
군위,2017-05-04 8:00,13.7,18.3,0.6,0,1009.3,1019.2,66.4,0,0
군위,2017-05-04 9:00,18.9,358.8,1.1,0,1009.3,1018.9,53.9,0,0
군위,2017-05-04 10:00,21.8,153.7,1.8,0,1008.8,1018.3,48.1,0,0
군위,2017-05-04 11:00,24.5,145.7,2.2,0,1007.9,1017.3,38.5,0,0
군위,2017-05-04 12:00,25.6,191.5,1.3,0,1006.6,1016,35.3,0,0
군위,2017-05-04 13:00,26.8,281.4,1.4,0,1005.7,1015.1,31.3,0,0
군위,2017-05-04 14:00,27,139.1,1.2,0,1004.9,1014.2,28.3,0,0
군위,2017-05-04 15:00,27.4,266.6,1.2,0,1004.2,1013.5,27.2,0,0
군위,2017-05-04 16:00,27.6,234.7,1.6,0,1003.9,1013.2,31.2,0,0
군위,2017-05-04 17:00,25.7,279.5,1.2,0,1003.9,1013.3,39.1,0,0
군위,2017-05-04 18:00,24,224.8,1.2,0,1004,1013.4,48.1,0,0
군위,2017-05-04 19:00,23.2,184.1,1.1,0,1004.2,1013.6,49.3,0,0
군위,2017-05-04 20:00,22.5,182.6,2.3,0,1004.3,1013.8,53.8,0,0
군위,2017-05-04 21:00,22.1,174.2,3,0,1005.2,1014.7,56.1,0,0
군위,2017-05-04 22:00,21.8,175.3,3,0,1005,1014.5,57.4,0,0
군위,2017-05-04 23:00,20.8,224.2,1.8,0,1005.8,1015.4,62.3,0,0
군위,2017-05-05 0:00,20.5,210.4,1.7,0,1005.9,1015.5,62.3,0,0
군위,2017-05-05 1:00,19.8,161,0.9,0,1005.5,1015.1,68.3,0,0
군위,2017-05-05 2:00,19.3,162.8,0.6,0,1005.2,1014.8,68,0,0
군위,2017-05-05 3:00,18,0,0.4,0,1005,1014.6,73.9,0,0
군위,2017-05-05 4:00,16,49.5,0.5,0,1005.4,1015.1,82.9,0,0
군위,2017-05-05 5:00,15.7,14.8,0.6,0,1005.4,1015.2,85.5,0,0
군위,2017-05-05 6:00,15.1,63,1,0,1005.7,1015.5,87,0,0
군위,2017-05-05 7:00,16.4,69.3,0.8,0,1005.8,1015.5,82,0,0
군위,2017-05-05 8:00,20.2,145.4,1.7,0,1005.7,1015.3,66,0,0
군위,2017-05-05 9:00,23.2,215.7,1.6,0,1005.2,1014.6,51,0,0
군위,2017-05-05 10:00,24.7,200.1,1.5,0,1004.9,1014.3,45.4,0,0
군위,2017-05-05 11:00,25.7,152.6,1.6,0,1004.1,1013.5,43.8,0,0
군위,2017-05-05 12:00,25.9,240.8,3.3,0,1003.2,1012.6,46,0,0
군위,2017-05-05 13:00,26.6,180.4,3.2,0,1002.9,1012.2,47.9,0,0
군위,2017-05-05 14:00,25.8,225.9,3.8,0,1003.2,1012.6,50.4,0,0
군위,2017-05-05 15:00,25,195.7,3.5,0,1002.7,1012.1,54.9,0,0
군위,2017-05-05 16:00,23.7,190.3,4.9,0,1001.9,1011.3,60.2,0,0
군위,2017-05-05 17:00,22.8,183.2,3.8,0,1001.7,1011.1,65.3,0,0
군위,2017-05-05 18:00,20.2,206.8,2.5,0,1002.2,1011.8,81.8,0,0
군위,2017-05-05 19:00,19.6,153.2,2.5,0.5,1002,1011.5,87.8,0,0
군위,2017-05-05 20:00,19.3,148.5,2.5,0,1002.5,1012,90.7,0,0
군위,2017-05-05 21:00,18.9,164.3,0.9,0,1002.8,1012.4,92.5,0,0
군위,2017-05-05 22:00,18.9,231.6,3.1,0,1003,1012.6,90.6,0,0
군위,2017-05-05 23:00,18.6,252.2,3.2,0,1003,1012.6,87.1,0,0
군위,2017-05-06 0:00,17.8,253.5,3.8,0,1003.4,1013,83.6,0,0
군위,2017-05-06 1:00,17.1,258.5,2.8,0,1003.3,1013,84,0,0
군위,2017-05-06 2:00,16.4,250.2,3.6,0,1003,1012.7,85,0,0
군위,2017-05-06 3:00,16.6,249.4,4.6,0,1003.7,1013.4,80.3,0,0
군위,2017-05-06 4:00,15.7,257.3,4.1,0,1004.3,1014.1,48.6,0,0
군위,2017-05-06 5:00,14.3,270.9,2.2,0,1004.8,1014.6,56.6,0,0
군위,2017-05-06 6:00,11.3,0,0.4,0,1006,1015.9,76.4,0,0
군위,2017-05-06 7:00,13.7,132.9,0.8,0,1007,1016.8,65.9,0,0
군위,2017-05-06 8:00,16.4,220.9,2.3,0,1006.8,1016.5,49.3,0,0
군위,2017-05-06 9:00,17,236.4,2.1,0,1007,1016.7,43.4,0,0
군위,2017-05-06 10:00,17.9,221.7,2.2,0,1006.9,1016.6,39.4,0,0
군위,2017-05-06 11:00,18.8,187.5,1.8,0,1007,1016.6,32.8,0,0
군위,2017-05-06 12:00,21.9,248.2,4.7,0,1006.2,1015.7,28.6,0,0
군위,2017-05-06 13:00,22.6,245.1,7.7,0,1005.4,1014.9,23.1,0,0
군위,2017-05-06 14:00,23.8,261,4.5,0,1004.7,1014.1,23.7,0,0
군위,2017-05-06 15:00,23.5,250.9,7.3,0,1003.7,1013.1,21.7,0,0
군위,2017-05-06 16:00,23.1,251.1,6.3,0,1003.1,1012.5,22.9,0,0
군위,2017-05-06 17:00,22.8,253.1,6.3,0,1002.9,1012.3,23.8,0,0
군위,2017-05-06 18:00,21.3,276.9,3,0,1003.6,1013.1,21.8,0,0
군위,2017-05-06 19:00,19.3,274,2.6,0,1004.2,1013.7,22.9,0,0
군위,2017-05-06 20:00,17.6,270.7,2.6,0,1005.1,1014.8,24.9,0,0
군위,2017-05-06 21:00,15.6,255.4,3.8,0,1005.9,1015.7,33,0,0
군위,2017-05-06 22:00,14.7,243.5,2.7,0,1006.7,1016.5,36.6,0,0
군위,2017-05-06 23:00,13.4,252,1.5,0,1006.8,1016.6,42.6,0,0
군위,2017-05-07 0:00,13.5,269,2.2,0,1006.5,1016.3,43.3,0,0
군위,2017-05-07 1:00,10.6,333.5,1.7,0,1006.1,1016.1,61.6,0,0
군위,2017-05-07 2:00,9.5,0,0.3,0,1005.7,1015.7,66.7,0,0
군위,2017-05-07 3:00,7.5,248.1,0.6,0,1005.5,1015.6,75.5,0,0
군위,2017-05-07 4:00,7.2,0,0.2,0,1005.4,1015.5,78.2,0,0
군위,2017-05-07 5:00,5.9,192.5,0.6,0,1005.7,1015.8,82.4,0,0
군위,2017-05-07 6:00,6,0,0.4,0,1005.8,1015.9,82.3,0,0
군위,2017-05-07 7:00,7.9,49.2,0.7,0,1006,1016.1,76.1,0,0
군위,2017-05-07 8:00,12.2,140,1.7,0,1005.1,1015,63.1,0,0
군위,2017-05-07 9:00,17.5,233.5,0.8,0,1004.6,1014.3,44.9,0,0
군위,2017-05-07 10:00,20.1,267.8,3.8,0,1004,1013.6,43.5,0,0
군위,2017-05-07 11:00,22.1,337.5,3.2,0,1003.3,1012.8,41.6,0,0
군위,2017-05-07 12:00,24.3,268,4.8,0,1002.6,1012,31.4,0,0
군위,2017-05-07 13:00,25.4,250,8.5,0,1001.9,1011.3,29,0,0
군위,2017-05-07 14:00,26.6,272.7,3.4,0,1001.6,1010.9,30.7,0,0
군위,2017-05-07 15:00,25.6,264.2,6.5,0,1001,1010.4,30.3,0,0
군위,2017-05-07 16:00,26.3,262.4,5.4,0,1000.5,1009.8,26.5,0,0
군위,2017-05-07 17:00,25.6,259.7,5.2,0,1000.2,1009.6,25,0,0
군위,2017-05-07 18:00,24.5,267.2,3.9,0,1000.7,1010,25.7,0,0
군위,2017-05-07 19:00,22.4,270.8,3,0,1001.2,1010.6,28,0,0
군위,2017-05-07 20:00,20,285.8,1.6,0,1002.1,1011.7,30.9,0,0
군위,2017-05-07 21:00,19.9,281.5,3.6,0,1003.2,1012.8,25.8,0,0
군위,2017-05-07 22:00,16,332.7,1.5,0,1004.1,1013.8,42.9,0,0
군위,2017-05-07 23:00,13.4,338.1,1.4,0,1004.3,1014.1,48.5,0,0
군위,2017-05-08 0:00,11.8,274.6,1.5,0,1004.5,1014.4,51.8,0,0
군위,2017-05-08 1:00,10.6,43.6,1,0,1005.1,1015.1,57.4,0,0
군위,2017-05-08 2:00,9.8,34.2,0.7,0,1005.3,1015.3,63.2,0,0
군위,2017-05-08 3:00,7.9,45,0.9,0,1005.3,1015.3,66.8,0,0
군위,2017-05-08 4:00,6.3,0,0.3,0,1005.3,1015.4,81.3,0,0
군위,2017-05-08 5:00,6.6,76,0.9,0,1005.7,1015.8,72.1,0,0
군위,2017-05-08 6:00,6.4,0,0.2,0,1005.9,1016,77.4,0,0
군위,2017-05-08 7:00,8.5,52.2,0.8,0,1006,1016,71.1,0,0
군위,2017-05-08 8:00,11.7,9.8,0.9,0,1005.8,1015.7,59.2,0,0
군위,2017-05-08 9:00,16.7,320.8,0.7,0,1005.5,1015.2,47.9,0,0
군위,2017-05-08 10:00,20.6,48.7,0.8,0,1005.5,1015.1,36.9,0,0
군위,2017-05-08 11:00,23.5,234.6,3.4,0,1004.7,1014.1,32.4,0,0
군위,2017-05-08 12:00,24.9,253.3,3.3,0,1004.2,1013.6,30.7,0,0
군위,2017-05-08 13:00,26,232.1,3.7,0,1003.4,1012.8,33.3,0,0
군위,2017-05-08 14:00,26.2,246.4,3.6,0,1003.1,1012.5,33.9,0,0
군위,2017-05-08 15:00,25.2,242,5.4,0,1003,1012.4,37,0,0
군위,2017-05-08 16:00,25,249.2,3.3,0,1002.3,1011.7,38.8,0,0
군위,2017-05-08 17:00,24,287.5,1.4,0,1002.7,1012.1,40.8,0,0
군위,2017-05-08 18:00,22.9,255.2,0.5,0,1002.8,1012.2,44.9,0,0
군위,2017-05-08 19:00,21.2,301.6,0.6,0,1002.8,1012.3,46.1,0,0
군위,2017-05-08 20:00,18.5,246,1.6,0,1003.7,1013.3,60.4,0,0
군위,2017-05-08 21:00,17.4,213.8,0.6,0,1004.2,1013.9,63.7,0,0
군위,2017-05-08 22:00,16.8,28.5,1.1,0,1004.4,1014.1,66.6,0,0
군위,2017-05-08 23:00,16.5,79.3,1.7,0,1004.5,1014.2,65.5,0,0
군위,2017-05-09 0:00,15.9,0,0.4,0,1004.5,1014.2,67.3,0,0
군위,2017-05-09 1:00,14.9,13.4,0.5,0,1003.8,1013.6,73.8,0,0
군위,2017-05-09 2:00,14.4,0,0.2,0,1003.6,1013.4,78.7,0,0
군위,2017-05-09 3:00,14.5,0,0.3,0,1003.5,1013.3,77.8,0,0
군위,2017-05-09 4:00,14.7,353.8,1.3,0,1003.4,1013.1,77.4,0,0
군위,2017-05-09 5:00,14.8,242.1,2.8,0,1003.4,1013.2,74,0,0
군위,2017-05-09 6:00,16.2,44.6,1,0,1004.2,1013.9,67.3,0,0
군위,2017-05-09 7:00,16.3,209.4,2.9,0,1005.3,1015,61.6,0,0
군위,2017-05-09 8:00,15.2,187.9,1.1,0,1005.8,1015.6,76.3,0,0
군위,2017-05-09 9:00,15,176.2,0.9,0,1006.1,1015.9,81.2,0,0
군위,2017-05-09 10:00,15,95.8,1,1,1005.9,1015.7,83,0,0
군위,2017-05-09 11:00,15.1,130.4,2.4,0.5,1005.7,1015.5,80.5,0,0
군위,2017-05-09 12:00,15.8,117.5,2.3,0,1004.3,1014,83.2,0,0
군위,2017-05-09 13:00,16.5,122.5,4.4,0,1003.3,1013,74.6,0,0
군위,2017-05-09 14:00,16.1,122.1,3.7,0,1002.3,1012,72.5,0,0
군위,2017-05-09 15:00,16.2,119.2,4.4,0,1000.8,1010.5,72.9,0,0
군위,2017-05-09 16:00,15.6,121.7,3.4,0,999.6,1009.3,75.7,0,0
군위,2017-05-09 17:00,14.9,118,4.1,0,999,1008.7,79,0,0
군위,2017-05-09 18:00,13.3,71,1.6,4,999.1,1008.9,93,0,0
군위,2017-05-09 19:00,13.2,198.1,0.5,1,999.4,1009.2,93.8,0,0
군위,2017-05-09 20:00,13.3,0,0.3,0.5,999.3,1009.1,94.1,0,0
군위,2017-05-09 21:00,13.1,0,0.4,1.5,999.4,1009.2,95.1,0,0
군위,2017-05-09 22:00,13.1,320.6,0.9,0.5,999.5,1009.3,95,0,0
군위,2017-05-09 23:00,13.1,3.8,1.3,0,999,1008.8,95.1,0,0
군위,2017-05-10 0:00,13.1,341.4,1.2,0,998.7,1008.5,95,0,0
군위,2017-05-10 1:00,12.9,217,0.7,0,998.3,1008.1,95.6,0,0
군위,2017-05-10 2:00,13,344.6,0.8,0,997.6,1007.4,95.6,0,0
군위,2017-05-10 3:00,13,0,0.2,0,997.7,1007.5,95.7,0,0
군위,2017-05-10 4:00,13.1,0,0.1,0,997.9,1007.7,95,0,0
군위,2017-05-10 5:00,13,0,0.4,0,997.9,1007.7,95.6,0,0
군위,2017-05-10 6:00,13.2,0,0.3,0,998.1,1007.9,95.6,0,0
군위,2017-05-10 7:00,13.5,0,0.4,0,998.6,1008.4,95.6,0,0
군위,2017-05-10 8:00,14,145.3,1.5,0,999.3,1009,94.3,0,0
군위,2017-05-10 9:00,14.7,162.2,0.8,0,999.4,1009.1,91.7,0,0
군위,2017-05-10 10:00,15.2,159.5,0.8,0,999.5,1009.2,87.7,0,0
군위,2017-05-10 11:00,17.4,227.5,1.8,0,999.8,1009.4,80.9,0,0
군위,2017-05-10 12:00,17.2,257,2.7,0,1000,1009.6,83.2,0,0
군위,2017-05-10 13:00,17.4,235.2,3.3,0,999.8,1009.4,80.5,0,0
군위,2017-05-10 14:00,17,255.5,4.8,0,999.8,1009.4,80.3,0,0
군위,2017-05-10 15:00,17,336.2,1.9,0,1000,1009.6,82.6,0,0
군위,2017-05-10 16:00,20.2,247.6,1.9,0,999.6,1009.1,70.3,0,0
군위,2017-05-10 17:00,18.2,251.6,4.4,0,1000.2,1009.8,71.7,0,0
군위,2017-05-10 18:00,18.2,258.8,4.9,0,1000.6,1010.2,69.2,0,0
군위,2017-05-10 19:00,17,266.2,3.8,0,1001,1010.6,71.2,0,0
군위,2017-05-10 20:00,16.2,287,2.6,0,1001.8,1011.5,72.1,0,0
군위,2017-05-10 21:00,13.4,54.3,1.4,0,1002.7,1012.5,87.6,0,0
군위,2017-05-10 22:00,12.8,14.2,0.6,0,1003.6,1013.4,89.7,0,0
군위,2017-05-10 23:00,11.8,41.5,0.6,0,1003.9,1013.8,93.3,0,0
군위,2017-05-11 0:00,11.6,73.6,0.5,0,1004.6,1014.5,94,0,0
군위,2017-05-11 1:00,11.1,63.3,0.7,0,1003.8,1013.7,94.5,0,0
군위,2017-05-11 2:00,10.6,226,2,0,1003.3,1013.2,95.6,0,0
군위,2017-05-11 3:00,11,114.5,1.1,0,1002.9,1012.8,95.8,0,0
군위,2017-05-11 4:00,10.6,218.7,1.5,0,1003,1012.9,95.5,0,0
군위,2017-05-11 5:00,10.8,308,1.1,0,1002.5,1012.4,95.3,0,0
군위,2017-05-11 6:00,11.2,0,0.3,0,1002.7,1012.6,95.9,0,0
군위,2017-05-11 7:00,12.2,348,1.3,0,1002.6,1012.5,94.2,0,0
군위,2017-05-11 8:00,13.5,22,0.5,0,1002.9,1012.7,90.6,0,0
군위,2017-05-11 9:00,15.4,0,0.4,0,1002.3,1012,85,0,0
군위,2017-05-11 10:00,17.5,0,0.4,0,1002.2,1011.8,73.7,0,0
군위,2017-05-11 11:00,20.3,59.1,0.8,0,1002.3,1011.9,66,0,0
군위,2017-05-11 15:00,24.2,340.2,3,0,1001.3,1010.6,59.6,0,0
군위,2017-05-11 16:00,25.2,337.3,1.8,0,1001.1,1010.5,57,0,0
군위,2017-05-11 17:00,26.6,309.6,2.1,0,1001.2,1010.5,48.7,0,0
군위,2017-05-11 18:00,25.5,287.4,2,0,1001.5,1010.9,49.2,0,0
군위,2017-05-11 19:00,21.4,275.2,1,0,1001.7,1011.2,65.3,0,0
군위,2017-05-11 20:00,18.5,0,0,0,1002.4,1012,83.4,0,0
군위,2017-05-11 21:00,17.5,90,1.3,0,1003,1012.6,85.5,0,0
군위,2017-05-11 22:00,16.8,106.1,1.2,0,1003.3,1013,87.2,0,0
군위,2017-05-11 23:00,15.8,53,0.5,0,1002.8,1012.5,91.5,0,0
군위,2017-05-12 0:00,15.2,63.5,0.5,0,1002.6,1012.4,92.7,0,0
군위,2017-05-12 1:00,14.4,0,0.3,0,1002.4,1012.2,95.1,0,0
군위,2017-05-12 2:00,14.1,24.1,0.8,0,1002.3,1012.1,95.5,0,0
군위,2017-05-12 3:00,13.5,0,0.2,0,1002,1011.8,96,0,0
군위,2017-05-12 4:00,13.2,258.8,0.7,0,1001.5,1011.3,96.3,0,0
군위,2017-05-12 5:00,13.3,55.5,0.7,0,1001.1,1010.9,96.5,0,0
군위,2017-05-12 6:00,13.1,0,0.4,0,1001.2,1011,96.3,0,0
군위,2017-05-12 7:00,13.8,0,0.4,0,1001.4,1011.2,96.4,0,0
군위,2017-05-12 8:00,14.7,0,0.2,0,1002.2,1011.9,94.9,0,0
군위,2017-05-12 9:00,16.2,165.3,1.8,0,1002.3,1012,89.7,0,0
군위,2017-05-12 10:00,17.9,146.9,1,0,1002.2,1011.8,82.4,0,0
군위,2017-05-12 11:00,19.4,348.6,1.4,0,1002.5,1012,78.9,0,0
군위,2017-05-12 12:00,21.3,196.7,2,0,1002,1011.5,66.4,0,0
군위,2017-05-12 13:00,21.6,222.9,2.4,0,1001.6,1011.1,61.7,0,0
군위,2017-05-12 14:00,21.3,219.1,1.9,0,1001,1010.5,64.5,0,0
군위,2017-05-12 15:00,20.9,221.3,1.9,0,1000.3,1009.8,67.4,0,0
군위,2017-05-12 16:00,21,145.1,4.4,0,1000,1009.5,60.5,0,0
군위,2017-05-12 17:00,20.6,141.4,2.5,0,999.9,1009.4,63.3,0,0
군위,2017-05-12 18:00,19.5,93.4,2.6,0,999.3,1008.8,63.4,0,0
군위,2017-05-12 19:00,18.6,160.5,1.6,0,999.4,1008.9,66.3,0,0
군위,2017-05-12 20:00,16.7,9.2,1,0,999.8,1009.5,79,0,0
군위,2017-05-12 21:00,15.7,272.9,0.7,0,999.1,1008.8,83.2,0,0
군위,2017-05-12 22:00,14.5,333.3,1.1,0,998.3,1008,88.8,0,0
군위,2017-05-12 23:00,13.4,215.6,0.5,0,998.7,1008.5,93.2,0,0
군위,2017-05-13 0:00,12.7,53.9,0.5,0,998.9,1008.7,95.1,0,0
군위,2017-05-13 1:00,11.8,0,0.2,0,998.5,1008.3,95.7,0,0
군위,2017-05-13 2:00,11.1,0,0.1,0,998.1,1008,96.2,0,0
군위,2017-05-13 3:00,10.9,235.4,0.5,0,998.1,1008,96.5,0,0
군위,2017-05-13 4:00,10.7,148.8,0.7,0,998.4,1008.3,96.7,0,0
군위,2017-05-13 5:00,10.7,141.8,0.5,0,998.1,1008,96.8,0,0
군위,2017-05-13 6:00,10.8,0,0.4,0,998.5,1008.4,96.9,0,0
군위,2017-05-13 7:00,10.8,80.6,0.5,0,998.7,1008.6,97.1,0,0
군위,2017-05-13 8:00,12.7,7.5,0.6,0,998.6,1008.4,97.2,0,0
군위,2017-05-13 9:00,18.8,353.8,0.7,0,997.8,1007.3,93.1,0,0
군위,2017-05-13 10:00,22,328.9,1.4,0,997.9,1007.3,61.8,0,0
군위,2017-05-13 11:00,23.8,242.7,1.8,0,997.1,1006.4,54.8,0,0
군위,2017-05-13 12:00,24.1,2.7,1.6,0,996.6,1005.9,47.6,0,0
군위,2017-05-13 13:00,24.7,155,1.3,0,996,1005.3,47.3,0,0
군위,2017-05-13 14:00,26.9,192,2.5,0,995.3,1004.6,40.9,0,0
군위,2017-05-13 15:00,27.6,200.2,4.4,0,993.2,1002.4,43.2,0,0
군위,2017-05-13 16:00,26.7,187.3,5.2,0,992,1001.2,45.8,0,0
군위,2017-05-13 17:00,25.3,218.3,6.1,0,991.9,1001.2,51.6,0,0
군위,2017-05-13 18:00,21.5,262.8,3.1,0.5,993.5,1002.9,64.2,0,0
군위,2017-05-13 19:00,20.5,268.9,5.4,0,995.2,1004.7,58,0,0
군위,2017-05-13 20:00,19,256.9,6.5,0,996.7,1006.2,55.9,0,0
군위,2017-05-13 21:00,17.8,259.6,5.2,0,997.5,1007.1,56.3,0,0
군위,2017-05-13 22:00,15.8,252.9,5,0,998,1007.7,66.7,0,0
군위,2017-05-13 23:00,15.3,267.5,3,0,998.6,1008.3,68.9,0,0
군위,2017-05-14 0:00,15.6,291.3,2.9,0,999,1008.7,63.8,0,0
군위,2017-05-14 1:00,15.1,284.8,2.1,0,998.9,1008.6,63.6,0,0
군위,2017-05-14 2:00,11.8,135,0.7,0,998.8,1008.6,83.5,0,0
군위,2017-05-14 3:00,9.8,0,0.2,0,999.2,1009.1,89.6,0,0
군위,2017-05-14 4:00,9.3,57.7,1.3,0,998.9,1008.8,91.8,0,0
군위,2017-05-14 5:00,8.4,55.7,0.8,0,999.1,1009.1,92.4,0,0
군위,2017-05-14 6:00,8.9,66,1,0,999.8,1009.7,90.5,0,0
군위,2017-05-14 7:00,14.7,250.6,6.1,0,999.9,1009.6,57.1,0,0
군위,2017-05-14 8:00,16.9,254.1,4.5,0,1000,1009.6,46.6,0,0
군위,2017-05-14 9:00,19.1,231.3,3.7,0,999.5,1009,42.1,0,0
군위,2017-05-14 10:00,21,271.3,2.2,0,999,1008.5,34.5,0,0
군위,2017-05-14 11:00,21.6,247.6,5.9,0,999,1008.5,33.6,0,0
군위,2017-05-14 12:00,22.5,313.5,4.5,0,998.7,1008.1,36,0,0
군위,2017-05-14 13:00,22.3,280.4,3.5,0,998.8,1008.2,38.6,0,0
군위,2017-05-14 14:00,22.4,268.4,3.6,0,998.5,1007.9,35.5,0,0
군위,2017-05-14 15:00,22.8,268.9,5.5,0,998.3,1007.7,26.1,0,0
군위,2017-05-14 16:00,23.4,256.5,4.7,0,998.1,1007.5,25.3,0,0
군위,2017-05-14 17:00,22.2,273.9,3.9,0,998.2,1007.6,26.5,0,0
군위,2017-05-14 18:00,20.5,258,6,0,998.3,1007.8,27.9,0,0
군위,2017-05-14 19:00,19.5,267.9,3.7,0,999.1,1008.6,28,0,0
군위,2017-05-14 20:00,18,277.4,2.8,0,1000.3,1009.9,31.9,0,0
군위,2017-05-14 21:00,16.7,285.3,3.3,0,1001.5,1011.2,35.4,0,0
군위,2017-05-14 22:00,16,275.9,5.3,0,1002.4,1012.1,31.7,0,0
군위,2017-05-14 23:00,14.9,282.1,3.1,0,1002.6,1012.4,37.7,0,0
군위,2017-05-15 0:00,13.8,267.7,2.3,0,1002.5,1012.3,42.1,0,0
군위,2017-05-15 1:00,10.4,105.1,0.9,0,1002.7,1012.6,58.5,0,0
군위,2017-05-15 2:00,9.3,44.1,1.3,0,1002.6,1012.6,66.1,0,0
군위,2017-05-15 3:00,8.6,69.3,1.3,0,1002.5,1012.5,74.8,0,0
군위,2017-05-15 4:00,8.3,47.1,1.6,0,1002.4,1012.4,75.3,0,0
군위,2017-05-15 5:00,8.1,91.4,1.1,0,1002.2,1012.2,80.1,0,0
군위,2017-05-15 6:00,8.3,58.3,0.9,0,1002.6,1012.6,79,0,0
군위,2017-05-15 7:00,12.9,112.1,1,0,1003,1012.8,62.7,0,0
군위,2017-05-15 8:00,15.9,236.4,4,0,1003.2,1012.9,52.7,0,0
군위,2017-05-15 9:00,17.3,244.7,5.3,0,1003.2,1012.9,49.9,0,0
군위,2017-05-15 10:00,18.8,281.9,3.9,0,1003.1,1012.7,45,0,0
군위,2017-05-15 11:00,20.5,277.6,4.4,0,1002.6,1012.2,38.6,0,0
군위,2017-05-15 12:00,21.6,255.5,6.6,0,1002.2,1011.7,37.5,0,0
군위,2017-05-15 13:00,22.4,277.9,4.2,0,1001.7,1011.1,38,0,0
군위,2017-05-15 14:00,21.8,289.1,4.3,0,1001,1010.5,37.6,0,0
군위,2017-05-15 15:00,22.7,259.7,3.7,0,1000.4,1009.8,37,0,0
군위,2017-05-15 16:00,22.6,266.5,3.3,0,1000,1009.4,35.5,0,0
군위,2017-05-15 17:00,22.5,257.3,4.4,0,1000.2,1009.6,36,0,0
군위,2017-05-15 18:00,21,279.2,2.6,0,1000.2,1009.7,40.1,0,0
군위,2017-05-15 19:00,19.7,262.1,1.9,0,1000.5,1010,42.7,0,0
군위,2017-05-15 20:00,15.5,13.7,0.6,0,1001.4,1011.1,62.3,0,0
군위,2017-05-15 21:00,14.8,0,0.4,0,1001.9,1011.7,68.5,0,0
군위,2017-05-15 22:00,13.3,256.7,1.1,0,1002.4,1012.2,75.1,0,0
군위,2017-05-15 23:00,13.3,8.5,1.1,0,1002.4,1012.2,75.6,0,0
군위,2017-05-16 0:00,11.9,0,0.3,0,1002.8,1012.7,82.6,0,0
군위,2017-05-16 1:00,10.2,231.8,1,0,1002.7,1012.7,86.7,0,0
군위,2017-05-16 2:00,10.3,0,0.2,0,1002.6,1012.5,89.1,0,0
군위,2017-05-16 3:00,10,42.3,0.7,0,1002.8,1012.8,91.5,0,0
군위,2017-05-16 4:00,9.9,95.8,0.9,0,1002.9,1012.9,91.7,0,0
군위,2017-05-16 5:00,10.1,0,0.3,0,1002.5,1012.5,90.6,0,0
군위,2017-05-16 6:00,10.7,44.9,0.5,0,1002.7,1012.6,92.2,0,0
군위,2017-05-16 7:00,12.5,0,0.3,0,1002.8,1012.6,82.4,0,0
군위,2017-05-16 8:00,14.9,230,0.6,0,1002.7,1012.5,74.5,0,0
군위,2017-05-16 9:00,16.6,249.8,0.8,0,1002.6,1012.3,66.2,0,0
군위,2017-05-16 10:00,19,247,1.8,0,1002.4,1011.9,58,0,0
군위,2017-05-16 11:00,20.8,258.3,2.1,0,1001.8,1011.3,51.3,0,0
군위,2017-05-16 12:00,20.7,95.1,2,0,1001.2,1010.7,51.2,0,0
군위,2017-05-16 13:00,22,240.7,2.5,0,1000.5,1010,47.3,0,0
군위,2017-05-16 14:00,21.5,227.3,3.7,0,999.9,1009.4,45.9,0,0
군위,2017-05-16 15:00,21.7,248.9,3.3,0,999.3,1008.8,41.5,0,0
군위,2017-05-16 16:00,21.9,263.9,2.4,0,998.8,1008.2,44.6,0,0
군위,2017-05-16 17:00,21.2,326.4,2.1,0,998.6,1008.1,47.7,0,0
군위,2017-05-16 18:00,19.8,255.6,1.1,0,998.4,1008,58.7,0,0
군위,2017-05-16 19:00,18.6,0,0.3,0,998.6,1008.1,64.8,0,0
군위,2017-05-16 20:00,16.1,0,0.1,0,999.1,1008.8,73.2,0,0
군위,2017-05-16 21:00,16.1,10.9,0.5,0,999.7,1009.4,72.9,0,0
군위,2017-05-16 22:00,16.4,0,0.2,0,1000.3,1010,71.3,0,0
군위,2017-05-16 23:00,15.6,184.5,0.5,0,1000.3,1010,73.1,0,0
군위,2017-05-17 0:00,15,136.7,1.9,0,1000.2,1010,76.4,0,0
군위,2017-05-17 1:00,13.2,243.3,0.5,0,1000.1,1009.9,84.3,0,0
